,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
40883,2,2,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,2,3,1,1,6,4,1101,986,99,999,999,4,26,False
40884,2,2,4,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,3,1,0,1,6,4,1200,980,99,999,999,4,31,True
40885,1,5,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,5,1,0,0,2,3,1101,980,99,999,999,4,43,True
40886,1,4,1,2,9,9,9,9,2,999,2,2,9,99,999,9,9,9,4,5,3,1,5,2,1200,222,99,999,999,4,45,True
40887,1,1,1,2,9,9,9,9,1,999,9,9,9,99,999,9,9,9,5,5,3,3,5,3,1101,222,99,999,999,4,65,True
40888,1,2,4,1,9,9,9,9,5,999,2,2,9,99,999,9,9,9,4,7,2,1,2,3,1300,980,99,999,999,4,36,True
40889,1,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,5,3,0,2,2,1101,983,99,999,999,4,29,False
40890,1,4,4,2,9,9,9,9,2,999,2,9,9,99,999,9,9,9,2,2,1,1,6,4,1210,222,99,999,999,4,34,True
40891,1,2,1,2,9,9,9,9,1,999,2,9,9,99,999,9,9,9,4,2,0,0,1,4,1200,222,99,999,999,4,43,True
40892,1,4,4,2,9,9,9,9,1,999,2,9,9,99,999,9,9,9,7,1,0,0,6,4,1200,32,99,999,999,4,34,False
40893,1,4,4,1,9,9,9,9,1,999,2,2,9,99,999,9,9,9,3,4,1,1,6,4,1101,980,99,999,999,4,31,False
40894,1,2,1,2,9,9,9,9,1,999,2,9,9,99,999,9,9,9,5,3,1,1,9,4,1200,980,99,999,999,4,36,True
40896,1,7,4,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,5,1,0,0,9,1,8300,222,99,999,999,4,31,False
40897,2,4,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,7,5,1,0,6,4,1200,980,99,999,999,4,57,True
40898,2,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,4,1,1,6,4,1201,222,99,999,999,4,26,False
40899,2,2,1,1,9,9,9,9,1,999,2,2,9,99,999,9,9,9,5,3,0,0,6,4,1101,222,99,999,999,4,62,True
40900,2,4,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,3,1,1,6,4,1200,980,99,999,999,4,31,False
40901,2,4,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,8,3,1,1,6,4,1101,222,99,999,999,4,34,False
40902,1,4,4,2,9,9,9,9,6,999,9,2,9,99,999,9,9,9,7,9,5,1,6,4,1200,980,99,999,999,1,35,True
40903,1,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,5,5,2,0,6,2,1210,980,99,999,999,1,62,True
40904,2,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,5,4,0,0,9,4,1210,980,99,999,999,1,51,True
40905,2,2,1,2,9,9,9,9,3,999,3,2,9,99,999,9,9,9,2,5,2,1,6,4,1300,222,99,999,999,1,37,True
40906,1,4,4,1,9,9,9,9,3,999,2,2,9,99,999,9,9,9,3,1,0,0,6,4,1201,980,99,999,999,1,44,True
40907,2,2,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,8,4,2,0,6,4,1201,980,99,999,999,1,46,True
40908,1,1,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,3,2,0,0,1,9,1200,980,99,999,999,1,42,True
40909,2,4,1,2,9,9,9,9,1,999,1,2,9,99,999,9,9,9,4,4,2,1,6,4,1200,980,99,999,999,1,36,False
40910,2,4,1,2,9,9,9,9,1,999,3,1,9,99,999,9,9,9,5,6,1,0,9,3,1200,980,99,999,999,1,53,True
40911,1,2,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,9,4,2,6,4,1200,980,99,999,999,1,31,True
40912,1,2,4,2,9,9,9,9,4,999,9,9,9,99,999,9,9,9,9,9,3,0,9,4,1200,980,99,999,999,1,29,False
40913,2,2,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,7,10,2,0,6,4,1200,980,99,999,999,1,57,False
40915,1,1,4,2,9,9,9,9,3,999,9,2,9,99,999,9,9,9,8,1,0,0,9,3,1200,980,99,999,999,1,41,True
40916,1,2,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,4,1,0,8,1,8300,980,99,999,999,1,26,False
40917,2,2,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,1,4,2,1,6,4,1200,980,99,999,999,1,35,True
40918,2,5,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,5,3,1,1,6,4,1101,980,99,999,999,1,37,True
40919,1,4,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,5,4,2,1,2,3,1200,980,99,999,999,1,43,True
40921,1,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,4,1,0,0,5,4,1300,980,99,999,999,1,76,True
40922,2,4,1,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,8,3,1,0,6,4,1200,980,99,999,999,1,36,True
40923,1,2,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,2,4,2,1,6,4,1101,980,99,999,999,1,42,True
40924,2,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,8,4,2,1,6,4,1200,980,99,999,999,1,36,True
40925,1,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,3,3,1,0,5,3,1101,980,99,999,999,1,39,True
40926,1,5,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,5,4,1,1,6,4,1201,980,99,999,999,1,56,False
40927,2,2,4,2,9,9,9,9,2,999,2,2,9,99,999,9,9,9,3,5,4,3,2,3,1101,980,99,999,999,1,36,True
40928,2,4,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,8,2,0,0,6,4,1200,980,99,999,999,1,27,False
40929,1,1,4,2,9,9,9,9,2,999,2,2,9,99,999,9,9,9,3,1,0,0,1,4,1201,980,99,999,999,1,37,True
40930,2,1,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,7,0,4,6,4,1200,980,99,999,999,1,39,True
40931,1,4,1,2,9,9,9,9,5,999,2,2,9,99,999,9,9,9,5,3,0,0,6,4,1200,980,99,999,999,1,73,True
40933,2,1,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,2,8,6,6,5,3,1200,980,99,999,999,1,62,True
40934,1,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,2,9,4,1,8,3,1201,980,99,999,999,1,57,False
40935,2,4,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,5,5,3,2,6,4,1300,980,99,999,999,1,36,True
40936,2,5,4,2,9,9,9,9,4,999,2,2,9,99,999,9,9,9,7,8,4,2,6,4,1300,980,99,999,999,1,38,True
40937,1,2,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,6,3,0,9,1,8300,222,99,999,999,1,36,False
40938,1,1,4,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,8,12,9,0,6,4,1210,980,99,999,999,1,40,True
40939,2,2,1,2,9,9,9,9,4,999,9,9,9,99,999,9,9,9,8,4,0,2,9,4,1210,980,99,999,999,1,30,False
40940,2,2,1,2,9,9,9,9,1,999,1,2,9,99,999,9,9,9,7,4,2,0,6,4,1200,980,99,999,999,1,40,True
40941,1,4,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,2,5,3,2,3,3,1300,980,99,999,999,1,45,True
40942,2,1,2,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,4,2,0,0,9,4,1101,980,99,999,999,1,57,True
40943,1,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,1,2,0,2,1,2,1101,980,99,999,999,1,36,True
40944,1,4,4,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,8,4,0,0,2,2,9998,980,99,999,999,1,34,True
40945,2,1,1,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,7,3,0,1,6,4,1101,983,99,999,999,1,57,True
40946,1,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,5,2,0,0,9,3,1101,980,99,999,999,1,76,True
40947,2,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,9,4,0,2,6,3,1101,32,99,999,999,1,30,False
40948,2,4,1,2,9,9,9,9,8,999,9,2,9,99,999,9,9,9,7,4,2,2,6,3,1210,980,99,999,999,1,32,False
40949,1,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,7,11,4,0,6,4,1101,980,99,999,999,1,58,True
40950,1,2,4,2,9,9,9,9,5,999,2,9,9,99,999,9,9,9,5,1,0,0,9,4,1200,222,99,999,999,1,30,True
40951,2,1,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,5,4,3,0,9,4,1200,980,99,999,999,1,58,True
40952,2,4,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,7,5,2,1,6,4,1200,222,99,999,999,1,41,True
40953,1,1,1,2,9,9,9,9,3,999,4,9,9,99,999,9,9,9,7,6,1,1,6,4,1101,980,99,999,999,1,48,True
40954,2,4,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,5,5,0,0,6,4,1201,222,99,999,999,1,58,True
40956,1,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,5,5,0,0,5,2,1101,980,99,999,999,1,58,False
40957,2,2,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,7,2,0,0,6,4,1101,980,99,999,999,1,64,True
40958,1,2,3,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,4,6,5,0,9,4,1200,222,99,999,999,1,73,True
40959,2,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,4,3,3,0,3,4,1200,980,99,999,999,1,40,True
40960,2,1,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,7,5,1,1,6,4,1200,222,99,999,999,1,54,True
40961,1,2,2,2,9,9,9,9,5,999,9,2,9,99,999,9,9,9,7,1,0,0,6,4,1101,980,99,999,999,1,78,True
40962,1,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,2,3,7,0,9,2,1200,980,99,999,999,1,38,True
40963,2,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,7,2,0,0,6,4,1200,980,99,999,999,1,62,True
40964,2,1,1,2,9,9,9,9,2,999,3,2,9,99,999,9,9,9,8,4,1,1,5,3,1101,980,99,999,999,1,70,False
40965,1,4,4,2,9,9,9,9,4,999,9,9,9,99,999,9,9,9,8,3,0,0,9,3,1200,980,99,999,999,1,28,False
40967,1,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,4,6,6,0,3,4,1200,984,99,999,999,1,52,True
40968,2,2,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,7,10,6,2,6,4,1200,984,99,999,999,1,47,True
40969,1,2,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,7,4,2,0,6,4,1201,984,99,999,999,1,39,True
40972,1,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,4,6,4,2,6,3,1201,222,99,999,999,1,43,True
40973,2,4,1,2,9,9,9,9,8,999,9,2,9,99,999,9,9,9,7,6,3,0,6,2,1210,984,99,999,999,1,47,True
40974,2,1,2,2,9,9,9,9,5,999,2,9,9,99,999,9,9,9,3,1,4,1,9,4,1200,984,99,999,999,1,38,True
40975,1,4,1,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,4,2,0,1,3,4,1101,984,99,999,999,1,50,True
40976,2,1,1,2,9,9,9,9,8,999,3,9,9,99,999,9,9,9,7,5,0,3,6,4,1200,984,99,999,999,1,29,False
40978,2,4,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,5,9,1,0,6,2,1210,222,99,999,999,1,56,False
40979,1,2,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,8,8,0,6,1,1,1200,984,99,999,999,1,45,True
40980,2,4,1,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,3,4,2,2,6,3,1201,984,99,999,999,1,32,False
40981,1,5,1,2,9,9,9,9,1,999,1,1,9,99,999,9,9,9,2,4,2,2,6,4,1201,222,99,999,999,1,36,True
40982,2,7,1,2,9,9,9,9,1,999,1,9,9,99,999,9,9,9,5,2,0,0,9,4,1210,32,99,999,999,1,42,True
40983,1,2,1,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,3,2,0,1,1,1,1101,222,99,999,999,1,49,True
40984,1,2,1,2,9,9,9,9,3,999,4,2,9,99,999,9,9,9,7,3,0,1,5,2,1200,981,99,999,999,1,35,True
40985,2,4,4,2,9,9,9,9,3,999,4,9,9,99,999,9,9,9,5,2,0,1,9,1,8300,222,99,999,999,1,30,False
40986,2,1,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,1,2,0,0,2,2,1200,222,99,999,999,1,29,False
40987,1,4,1,2,9,9,9,9,1,999,1,2,9,99,999,9,9,9,4,3,1,1,6,3,1200,222,99,999,999,1,47,True
40988,2,1,4,2,9,9,9,9,5,999,1,2,9,99,999,9,9,9,7,3,2,1,2,2,1200,222,99,999,999,1,32,False
40989,1,5,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,4,4,2,2,6,3,1200,222,99,999,999,1,42,True
40990,1,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,1,8,6,2,5,2,1200,984,99,999,999,1,55,True
40991,1,2,1,2,9,9,9,9,5,999,2,2,9,99,999,9,9,9,2,2,3,1,9,1,8300,984,99,999,999,1,43,True
40992,2,4,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,5,1,2,1,9,4,1200,984,99,999,999,1,44,True
40993,2,2,4,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,2,3,2,0,6,4,1200,984,99,999,999,1,47,True
40994,1,2,4,2,9,9,9,9,3,999,4,9,9,99,999,9,9,9,4,1,0,0,6,4,1200,984,99,999,999,1,31,True
40995,2,4,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,8,4,2,2,6,3,1200,984,99,999,999,1,34,True
40996,1,4,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,3,6,4,3,6,3,1200,984,99,999,999,1,43,True
40997,2,5,1,2,9,9,9,9,1,999,1,1,9,99,999,9,9,9,7,6,4,3,6,3,1200,984,99,999,999,1,43,True
40998,1,1,1,2,9,9,9,9,2,999,2,2,9,99,999,9,9,9,1,10,4,0,5,2,1101,984,99,999,999,1,65,True
40999,1,4,1,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,2,2,0,2,3,2,1200,984,99,999,999,1,44,True
41000,2,1,2,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,5,1,4,0,3,4,1200,984,99,999,999,1,58,True
41001,2,1,1,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,7,4,0,2,6,4,1200,984,99,999,999,1,28,True
41004,2,2,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,8,5,2,1,6,3,1200,984,99,999,999,1,31,False
41005,2,2,1,2,9,9,9,9,2,999,4,2,9,99,999,9,9,9,2,5,3,2,6,3,1200,984,99,999,999,1,34,False
41006,1,2,1,2,9,9,9,9,2,999,2,2,9,99,999,9,9,9,1,5,3,3,6,3,1200,984,99,999,999,1,33,True
41007,2,1,2,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,3,2,2,0,2,4,1200,984,99,999,999,1,58,True
41008,1,1,1,2,9,9,9,9,2,999,1,2,9,99,999,9,9,9,8,2,0,0,3,4,1200,984,99,999,999,1,30,True
41009,2,4,1,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,7,4,1,0,6,4,1200,984,99,999,999,1,42,True
41010,1,4,1,2,9,9,9,9,3,999,2,1,9,99,999,9,9,9,7,5,3,0,6,4,1200,984,99,999,999,1,39,True
41011,1,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,3,4,2,0,6,2,1200,984,99,999,999,1,56,True
41012,2,1,2,2,9,9,9,9,5,999,9,2,9,99,999,9,9,9,8,3,0,2,6,4,1200,984,99,999,999,1,82,True
41013,2,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,7,7,3,0,6,2,1101,984,99,999,999,1,43,False
41014,1,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,4,2,0,2,9,4,1200,984,99,999,999,1,47,True
41015,2,1,1,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,5,2,2,3,3,4,1200,984,99,999,999,1,40,True
41016,2,2,1,2,9,9,9,9,8,999,9,2,9,99,999,9,9,9,4,6,0,1,6,4,1200,984,99,999,999,1,28,True
41017,1,2,4,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,3,4,0,1,2,3,1210,984,99,999,999,1,39,True
41018,2,1,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,3,2,0,0,6,2,1200,984,99,999,999,1,43,True
41019,1,5,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,2,4,2,2,5,2,1201,984,99,999,999,1,43,True
41020,2,1,2,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,1,0,0,6,3,1200,222,99,999,999,1,78,True
41021,1,2,1,2,9,9,9,9,2,999,1,2,9,99,999,9,9,9,3,9,99,3,6,3,1201,984,99,999,999,1,47,True
41022,2,2,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,1,6,3,1,6,4,1101,991,99,999,999,1,33,True
41023,1,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,7,17,7,2,6,4,1101,991,99,999,999,1,48,True
41024,1,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,8,9,5,2,5,4,1101,991,99,999,999,1,51,True
41025,2,4,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,7,4,2,2,6,4,1101,991,99,999,999,1,32,False
41026,2,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,2,4,0,0,6,4,1101,991,99,999,999,1,53,True
41027,2,1,3,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,1,4,3,0,6,4,1101,222,99,999,999,1,60,True
41028,2,1,3,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,1,13,7,4,6,4,1101,222,99,999,999,1,37,True
41029,1,1,2,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,1,8,3,2,6,4,1101,991,99,999,999,1,58,True
41030,1,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,1,3,1,1,6,4,1300,222,99,999,999,1,42,True
41031,2,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,5,6,1,0,5,3,1300,222,99,999,999,1,55,True
41032,1,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,2,3,1,1,6,4,1101,222,99,999,999,1,43,True
41033,1,2,1,2,9,9,9,9,3,999,4,9,9,99,999,9,9,9,4,6,4,0,6,4,1200,222,99,999,999,1,46,True
41034,2,1,1,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,8,6,2,0,6,4,1101,991,99,999,999,1,46,True
41035,2,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,4,6,3,2,5,4,1101,222,99,999,999,1,35,True
41036,2,2,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,2,7,5,1,6,4,1101,991,99,999,999,1,37,True
41037,1,1,4,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,5,3,0,6,4,1101,991,99,999,999,1,33,False
41038,2,1,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,8,7,5,3,9,4,1200,991,99,999,999,1,34,True
41039,1,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,8,2,0,0,9,1,8300,991,99,999,999,1,65,True
41040,2,1,2,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,1,2,0,0,6,4,1101,991,99,999,999,1,68,True
41041,1,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,8,2,0,0,9,1,8300,991,99,999,999,1,43,True
41043,2,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,1,5,3,1,6,4,1200,991,99,999,999,1,36,True
41044,2,1,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,2,3,1,0,6,4,1200,991,99,999,999,1,28,False
41045,1,5,1,2,9,9,9,9,1,999,1,2,9,99,999,9,9,9,1,4,4,1,6,4,1101,991,99,999,999,1,32,True
41046,1,1,4,2,9,9,9,9,5,999,2,9,9,99,999,9,9,9,8,4,1,0,9,1,8300,991,99,999,999,1,73,True
41047,2,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,8,5,2,1,6,4,1101,991,99,999,999,1,56,True
41048,2,1,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,9,7,0,9,4,1210,991,99,999,999,1,58,True
41049,1,1,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,4,0,0,3,3,1200,991,99,999,999,1,98,True
41051,1,2,4,2,9,9,9,9,2,999,3,2,9,99,999,9,9,9,2,6,4,1,6,4,1101,991,99,999,999,1,48,True
41052,1,4,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,5,5,3,0,6,4,1101,991,99,999,999,1,43,True
41053,2,1,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,4,11,7,3,6,4,1200,991,99,999,999,1,26,False
41055,1,1,1,2,9,9,9,9,1,999,2,9,9,99,999,9,9,9,1,4,2,2,5,4,1300,991,99,999,999,1,32,False
41058,2,1,1,2,9,9,9,9,5,999,2,9,9,99,999,9,9,9,8,4,1,0,9,3,1208,991,99,999,999,1,48,True
41059,1,1,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,1,11,9,4,5,3,1208,991,99,999,999,1,38,True
41061,1,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,8,6,4,2,2,2,1200,991,99,999,999,1,39,True
41062,1,2,1,1,9,9,9,9,1,999,4,9,9,99,999,9,9,9,5,5,3,2,5,3,1300,984,99,999,999,1,47,True
41063,2,5,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,5,5,2,0,6,4,1200,222,99,999,999,1,43,True
41064,1,1,4,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,7,1,0,0,1,2,8300,222,99,999,999,1,54,False
41065,2,2,1,2,9,9,9,9,3,999,4,2,9,99,999,9,9,9,1,4,0,2,6,4,1200,222,99,999,999,1,33,True
41066,1,1,1,2,9,9,9,9,5,999,2,9,9,99,999,9,9,9,7,7,5,0,6,4,3000,994,99,999,999,1,88,True
41067,2,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,4,2,1,0,6,4,1200,982,99,999,999,1,45,True
41068,1,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,6,2,0,1,3,1201,222,99,999,999,1,29,False
41069,2,4,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,6,3,3,8,4,1200,222,99,999,999,1,27,False
41070,2,1,4,2,9,9,9,9,4,999,1,2,9,99,999,9,9,9,2,1,0,1,9,4,1201,984,99,999,999,1,36,False
41071,1,5,4,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,8,7,4,0,6,4,1201,984,99,999,999,1,36,True
41072,2,2,4,8,9,9,9,9,3,999,4,9,9,99,999,9,9,9,8,1,0,0,6,4,1101,984,99,999,999,1,50,True
41073,1,4,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,2,4,2,0,6,4,1210,222,99,999,999,1,39,True
41074,2,2,4,2,9,9,9,9,5,999,2,2,9,99,999,9,9,9,7,7,2,1,6,4,1101,984,99,999,999,1,45,True
41075,1,1,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,7,6,4,1,6,4,1101,984,99,999,999,1,64,True
41076,2,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,4,4,2,0,6,4,1300,984,99,999,999,1,50,True
41077,1,2,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,5,5,1,0,1,2,1201,222,99,999,999,1,27,False
41078,2,4,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,2,7,5,1,6,4,1101,984,99,999,999,1,47,True
41079,1,4,4,2,9,9,9,9,4,999,2,2,9,99,999,9,9,9,8,6,2,0,9,4,1201,984,99,999,999,1,32,False
41080,2,2,3,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,1,3,1,1,6,4,1101,222,99,999,999,1,33,False
41081,1,2,1,2,9,9,9,9,3,999,4,2,9,99,999,9,9,9,8,7,5,3,3,3,1200,984,99,999,999,1,45,True
41082,1,2,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,9,3,1,6,4,1101,984,99,999,999,1,27,False
41083,2,1,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,8,2,0,0,6,4,1300,984,99,999,999,1,30,False
41084,2,4,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,2,6,1,0,6,4,1300,984,99,999,999,1,62,True
41085,1,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,2,5,3,1,9,4,1201,984,99,999,999,1,43,False
41086,2,1,4,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,1,6,4,1,6,4,1201,984,99,999,999,1,43,True
41087,1,2,1,2,9,9,9,9,1,999,1,2,9,99,999,9,9,9,8,11,2,1,6,4,1101,222,99,999,999,1,30,True
41088,2,2,4,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,8,2,0,0,5,4,1200,984,99,999,999,1,50,True
41089,1,1,1,2,9,9,9,9,3,999,4,2,9,99,999,9,9,9,2,7,5,3,6,4,1210,222,99,999,999,1,40,True
41090,1,1,1,2,9,9,9,9,2,999,2,2,9,99,999,9,9,9,8,6,4,0,2,3,1201,984,99,999,999,1,62,True
41091,2,5,1,2,9,9,9,9,5,999,9,2,9,99,999,9,9,9,8,6,3,0,1,3,1300,984,99,999,999,1,44,True
41092,1,4,4,2,9,9,9,9,4,999,9,9,9,99,999,9,9,9,8,8,3,0,9,4,1200,222,99,999,999,1,28,False
41093,2,1,1,2,9,9,9,9,4,999,9,9,9,99,999,9,9,9,1,3,1,1,9,4,1200,984,99,999,999,1,34,True
41094,2,7,1,1,9,9,9,9,1,999,1,2,9,99,999,9,9,9,4,3,1,1,6,4,1200,222,99,999,999,1,36,True
41095,1,1,1,2,9,9,9,9,5,999,2,2,9,99,999,9,9,9,2,3,1,0,6,4,1101,222,99,999,999,1,39,False
41096,2,4,3,8,9,9,9,9,1,999,1,1,9,99,999,9,9,9,4,5,4,1,6,4,1200,222,99,999,999,1,45,True
41097,1,4,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,3,5,3,1,6,4,1200,222,99,999,999,1,50,True
41098,1,5,4,2,9,9,9,9,1,999,1,2,9,99,999,9,9,9,4,5,2,1,6,4,1200,984,99,999,999,1,37,True
41099,2,2,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,7,9,5,2,1,3,9998,984,99,999,999,1,39,True
41100,1,2,1,2,9,9,9,9,2,999,2,2,9,99,999,9,9,9,8,8,6,3,6,4,1200,982,99,999,999,1,50,True
41101,2,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,8,2,0,0,6,4,1300,980,99,999,999,1,78,True
41102,1,5,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,3,8,0,0,6,3,1200,984,99,999,999,1,31,False
41103,2,5,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,5,7,3,2,6,2,1201,222,99,999,999,1,47,True
